$10,000 Gold?	L’or à 10.000 dollars l’once ?
For example, at the International Conference on Financing for Development, in Monterrey, Mexico in March 2002, America signed the Monterrey Consensus, which includes a promise by rich countries to raise their development assistance towards 0.7% of national income.	Par exemple, en mars 2002 au Mexique, lors de la conférence internationale de Monterrey sur le financement du développement, l'Amérique a signé l'accord par lequel les pays riches s'engagent à consacrer chaque année 0,7% du PNB à l'aide au développement.
That would bring an additional $60 billion per year in foreign assistance from the US--approximately what it spent on Iraq this year. Yet President Bush has simply ignored this promise.	Cela correspond pour les USA à une dépense supplémentaire de 60 milliards de dollars, soit à peu prés la somme dépensée pour l'Irak cette année ; le président Bush a tout simplement ignoré cet engagement.
There are many other similar commitments that the US has made in recent years to the UN that remain utterly unfulfilled.	Beaucoup d'autres promesses américaines récentes sont ainsi totalement tombées dans l'oubli.
The US promised action to fight man-made climate change as a signatory to the UN Framework Convention on Climate Change (UNFCC) in 1992.	C'est le cas de l'engagement des USA à lutter contre le changement climatique dû à l'activité humaine en tant que signataire de la convention-cadre de l'ONU sur le changement climatique de 1992.
It has so far failed to act.	Jusqu'à présent ils n'ont rien fait.
America also promised--in the Doha Declaration in 2001--to open its markets to the world's poorest countries.	Par la déclaration de Doha, les USA se sont aussi engagés en 2001 à ouvrir leurs marchés aux pays pauvres.
Yet at Cancun, Mexico earlier this summer, it refused to open its markets even to exports from struggling African economies.	Mais à Cancun cet été, ils ont refusé d'ouvrir leurs marchés aux exportations des économies africaines qui se débattent au milieu de mille et une difficultés.
The list goes on and on.	La liste des engagements non tenus est longue.
At the Millennium Assembly in 2000, the US promised to pursue reduction of global poverty, yet it has taken few steps in that direction.	Lors de l'Assemblée du millénaire en 2000, les USA ont promis de poursuivre la lutte contre la pauvreté dans le monde, mais jusqu'à présent ils n'ont pas fait grand chose en ce sens.
At the World Summit on Sustainable Development in Johannesburg in 2002, America committed itself to protect global ecosystems, yet little has been seen or heard from US policy makers on this issue since then.	Lors du Sommet mondial sur le développement durable à Johannesburg en 2002, l'Amérique s'est engagée à protéger l'écosystème mondial, mais depuis, on n'a pas vu ou entendu grand chose à ce sujet de la part des politiciens américains.
America is certainly not alone in failing to promote the international goals adopted in the UN.	Les USA ne sont certainement pas les seuls à ne pas tenir leurs engagements internationaux.
But because the US is the richest, most powerful country in the world, its neglect is devastating.	Mais étant le pays le plus riche et le plus puissant de la planète, tout manquement de leur part a des effets dévastateurs.
If the US really wants to undercut terrorism, it must recognize the interconnectedness of extremism, poverty, and environmental degradation, and it will need to understand the struggles for survival that are underway among the poor everywhere.	Si les USA veulent réellement mettre fin au terrorisme, ils doivent admettre qu'il existe une relation entre l'extrémisme, la pauvreté et la dégradation de l'environnement et comprendre les luttes pour la survie qui se mènent un peu partout parmi les pauvres.
But the world should not wait for the America to come to its senses.	Mais le monde ne doit pas attendre que l'Amérique revienne à la raison.
The US represents just 5% of the world's population, and just one vote of 191 countries in the UN General Assembly.	Les USA ne constituent que 5% de la population mondiale et seulement une voix parmi 191 pays au sein de l'Assemblée générale de l'ONU.
Poor countries, especially the democracies of the developing world--Brazil, South Africa, India, Mexico, Ghana, the Philippines--should say, "We need to act on the issues that concern us, not just on the issues that concern the US."	Les pays pauvres, notamment les démocraties du Tiers Monde - le Brésil, l'Afrique du Sud, l'Inde, le Mexique, le Ghana et les Philippines - devraient déclarer :"Nous devons agir sur les problèmes qui nous concernent et pas seulement sur ceux qui préoccupent l'Amérique."
What the world needs most in 2004 is a declaration of independence from American willfulness.	C'est en priorité d'une déclaration d'indépendance à l'égard de l'entêtement américain dont le monde a besoin en 2004.
A Democratic Windfall for Turkey?	Aubaine démocratique pour la Turquie ?
Turkey's seeming fall from grace with the US may turn out to be a blessing in disguise.	Il se pourrait bien, finalement, que l'apparente tombée en disgrâce de la Turquie aux yeux des États-Unis soit en fait une bénédiction déguisée.
The Iraq war and the tortured diplomacy that led up to it may help resolve Turkey's conflict between its "strategic alliance" with America and its drive to join the EU.	La guerre contre l'Irak et les positions diplomatiques tortueuses qui y menèrent ont peut-être aidé à résoudre le conflit qui écartèle toujours la Turquie : son « alliance stratégique » avec les États-Unis et sa volonté d'entrer dans l'UE.
The elections last November that brought the Justice and Development Party (AKP) to power were preceded by a dispute between the members of the then-ruling coalition over enacting the reforms demanded by the EU.	Les élections de novembre dernier qui ont mis au pouvoir le Parti pour le développement et la justice (AKP) furent précédées de désaccords entre les membres de la coalition alors au pouvoir au sujet de la mise en place des réformes exigées par l'EU.
Some liberal elements of that "secular" coalition resigned from the government and joined with the Islamists to push the reforms through parliament.	Certains libéraux de cette coalition « séculaire » ont démissionné du gouvernement pour rejoindre les islamistes et ainsi pousser à la réforme à travers le parlement.
After coming to power, the AKP's leaders, former Islamists who had reinvented themselves as "conservative democrats," energetically engaged with the US, the EU, and the UN on issues ranging from Cyprus to Iraq, from Kurdish language rights to other human rights issues within Turkey.	Après son arrivée au pouvoir, les leaders de l'AKP, d'anciens islamistes qui se réinventèrent sous l'étiquette de « démocrates conservateurs », ont mis toute leur énergie dans des négociations avec les États-Unis, l'UE et l'ONU sur des sujets aussi variés que Chypre et l'Irak, les droits linguistiques des Kurdes et d'autres questions de Droits de l'homme propre à la Turquie.
Having suffered the oppressive practices of Turkey's "secular" state and recognizing that human rights must be protected across-the-board, the AKP emerged as a credible interlocutor with the West.	Ayant souffert des pratiques abusives de l'État turc laïque et reconnaissant que les Droits de l'homme doivent être protégés à tous les niveaux, l'AKP s'est posé comme un interlocuteur crédible vis-à-vis de l'occident.
The US, preoccupied with the supposed specter of a "clash of civilizations" between Islam and the West, saw the AKP's modern, westernized face as an opportunity and urged the EU to admit Turkey.	Les États-Unis, accaparés par leur crainte d'un « clash des civilisations » entre les islamistes et l'occident, ont vu dans le visage moderne et occidentalisé de l'AKP des circonstances favorables et ont exhorté l'UE à intégrer la Turquie.
Today, both "conservative democrats" and liberals advocate passing all the reforms needed to gain accession to the EU, while opponents include extreme nationalists, of both left and right, as well as some elements of the "secular" establishment.	Aujourd'hui, les « démocrates conservateurs » tout autant que les libéraux font valoir l'adoption de toutes les réformes nécessaires à l'accession à l'UE, face à leurs opposants, les nationalistes extrémistes, de droite et de gauche, ainsi que certains éléments de l'establishment laïque.
The Europeans could have tipped the balance decisively in favor of the reformers by finally rewarding the efforts of the pro-EU Turks at last December's summit of EU leaders.	Les Européens auraient pu faire pencher la balance en faveur des réformateurs de manière décisive en récompensant enfin les efforts des Turcs pro-UE au sommet des dirigeants européens de l'UE en décembre dernier.
Instead, the EU kept Turkey waiting yet again, putting off formal negotiations that, in any case, may take years to complete.	Au lieu de cela, l'UE fait une fois de plus encore attendre la Turquie, reportant ainsi des négociations officielles qui, dans ce cas, pourront bien prendre des années avant d'aboutir.
Europe's persistent reluctance puts the Turks in a quandary.	La réticence persistante de l'Europe place la Turquie face à un dilemme.
The Americans want full EU membership for Turkey--a longstanding NATO member and close American ally--while Europeans complain about the Turkish military's domestic political role.	Les Américains veulent obtenir une adhésion totale à l'UE pour la Turquie, qui est de longue date membre de l'OTAN et un allié proche des États-Unis, tandis que les Européens se plaignent du rôle de l'armée en politique intérieure en Turquie.
The paradox is that, by maintaining a political distance and thus limiting Turkey's options, Europe may end up reinforcing Turkey's status as a military outpost of the US.	Le paradoxe vient du fait qu'en maintenant ses distances politiques et ainsi en limitant les chances de la Turquie, l'Europe pourrait très bien finir par renforcer le statut d'avant-poste militaire américain de la Turquie.
At least, that was how things were shaping up prior to the war in Iraq. Then, despite massive US pressure, Turkey's parliament unexpectedly rejected the government's proposal to allow US troops in Turkey to launch an invasion from Turkish territory.	Du moins est-ce ainsi que la situation se présentait avant la guerre contre l'Irak, car alors, en dépit des pressions importantes des États-Unis, le parlement turc a rejeté de manière inattendue la proposition du gouvernement visant à permettre aux troupes américaines en Turquie de lancer une invasion à partir du territoire turc.
Turkey's refusal to grant the Americans access to military bases on its territory effectively ruled out a northern front in the war.	Le gouvernement turc ayant refusé aux Américains l'accès aux bases militaires sur son territoire, l'ouverture d'un front au nord de l'Irak a dû être abandonné.
The Turkish government even attempted a regional initiative for a peaceful solution to the crisis, an effort no current EU member could have contemplated.	Le gouvernement turc a même lancé une initiative de paix régionale pour résoudre la crise, un effort qu'aucun membre actuel de l'UE n'aurait envisagé.
Parliament's rejection of US troops powerfully refutes suggestions that Turkey was primarily concerned about the size of the American aid package on offer as an inducement to cooperate.	Le rejet par le parlement du passage des troupes américaines est une réfutation puissante de l'argument selon lequel la Turquie ne s'intéressait qu'à l'importance de l'aide américaine offerte en contrepartie de sa coopération.
Suggestions that characterized the vote as revealing the government's true "Islamic" character ignore the fact that the only opposition party in parliament, the Republican People's Party--founded by Atatürk and still fully "secularist"--voted against the plan.	Ceux qui alors suggérèrent que le vote montrait le vrai visage islamiste du gouvernement oublient que le seul parti d'opposition au parlement, le Parti du peuple républicain, fondé par Atatürk et restant à ce jour totalement laïque, s'opposa également à ce plan.
Likewise, other elements of Turkey's secular establishment, including the President and the military leadership, either opposed or were lukewarm, at best, to the idea of war in Iraq.	De même, d'autres éléments de l'establishment turc laïc, dont le président et les dirigeants militaires, s'opposèrent ou au mieux n'étaient pas favorables à l'idée de la guerre contre l'Irak.
Turkey's military initially remained silent on the issue, uncharacteristically watching the civilian political process unfold.	L'armée turque a tout d'abord gardé le silence sur la question, se contentant d'observer le processus politique civil à l'oeuvre, ce qui est assez inhabituel de sa part.
By contrast, the military had earlier publicly criticized AKP initiatives on Cyprus.	Par contraste, l'armée avait précédemment critiquer publiquement les initiatives de l'AKP au sujet de Chypre.
Their silence on Iraq reflected their apprehension about unwanted alternatives: either support the US plan and risk encouraging Kurdish moves toward an independent state, or oppose the Americans and jeopardize a critical strategic relationship.	Son silence sur la question irakienne reflétait ses appréhensions des alternatives indésirables : soutenir le plan des États-Unis et prendre le risque d'encourager un soulèvement kurde pour obtenir un l'État indépendant ou s'opposer au plan américain et mettre en danger une entente stratégique importante.
They chose to defer to the civilian leadership and to parliament, which, in voting down the US plan, reflected overwhelming public sentiment against the war.	Elle a donc choisi de se plier au souhait des dirigeants civils et du parlement qui, en s'opposant au plan des États-Unis par leur vote, reflétaient le sentiment public dominant à l'encontre de la guerre.
Only after the vote did the Chief of Staff publicly endorse the original proposal to bring in American troops.	Ce n'est qu'après le vote que le chef de l'état-major a publiquement cautionné la proposition première de faire passer les troupes américaines.
In fact, the allegedly Islamic party had skilfully managed to negotiate with an unrelenting US, consult with the Turkish military and President, and share all information with the public and parliament.	En fait, ce parti qu'on taxe d'islamisme a géré avec adresse les négociations avec les États-Unis, acharnés, a consulté l'armée turc et le président, et partagé toutes ces informations avec le parlement et le peuple turc.
Walking a fine line in what was essentially a lose-lose situation, the party leadership laid out the stakes clearly and judiciously left the final decision to parliament.	Évoluant sur le fil du rasoir dans ce qui semblait être une situation impossible, la direction du parti a présenté les enjeux clairement et a judicieusement laissé la décision finale au parlement.
The outcome was a victory for Turkish democracy and recognized as such internationally.	Il en est sorti une victoire pour la démocratie turque qui a obtenue une reconnaissance internationale.
After the US military action in Iraq, the tables may be turning in surprising ways.	Suite à l'action militaire américaine en Irak, la situation pourrait évoluer de manière surprenante.
As America establishes itself in Iraq, Turkey's geopolitical military significance may decline.	Alors que l'Amérique s'établit en Irak, l'importance géopolitique de l'armée turque pourrait peu à peu décliner.
Yet the declared American aim of building a Muslim democracy in Iraq will only enhance Turkey's symbolic importance as a role model.	Cependant, le but avoué des Américains quant à la mise en place d'une démocratie musulmane en Irak ne fera que renforcer l'importance symbolique de la Turquie comme modèle à suivre.
This shift in Turkey's strategic role may also be reflected in a new domestic balance between the military and the forces pushing for reform.	Ce changement dans le rôle stratégique de la Turquie pourrait aussi être mis en évidence par le nouvel équilibre intérieur entre l'armée et les forces réformatrices.
With careful management, Turkey may find itself drawing closer to Europe, while rebuilding its relationship with America.	Avec une gestion attentive, la Turquie pourrait se rapprocher de l'Europe tout en reconstruisant ses relations avec l'Amérique.
A Devaluation Option for Southern Europe	Une option de dévaluation pour l\u0027Europe méridionale
CAMBRIDGE – This year is likely to mark a make-or-break ordeal for the euro.	CAMBRIDGE - Cette année est susceptible de marquer une épreuve décisive pour l'avenir de l'euro.
The eurozone’s survival demands a credible solution to its long-running sovereign-debt crisis, which in turn requires addressing the two macroeconomic imbalances –&nbsp;external and fiscal –&nbsp;which are at the heart of that crisis.	La survie de la zone euro exige une solution crédible à sa longue crise de la dette souveraine, qui exige à son tour de résoudre les deux déséquilibres macro-économiques - externes et fiscaux - au cœur de cette crise.
The crisis has exposed the deep disparities in competitiveness that have developed within the eurozone.	La crise a révélé que des disparités profondes dans la compétitivité se sont développées dans la zone euro.
From 1996 to 2010, unit labor costs in Germany increased by just 8%, and by 13% in France.	De 1996 à 2010, les coûts unitaires de main-d’œuvre ont augmenté d'à peine 8% en Allemagne et de 13% en France.
Compare that to 24% in Portugal, 35% in Spain, 37% in Italy, and a whopping 59% in Greece.	Comparez cela à 24% au Portugal, à 35% en Espagne, à 37% en Italie et à un 59% en Grèce, qui bat tous les autres pays à plate couture.
The result has been large trade imbalances between eurozone countries, a problem compounded by large fiscal deficits and high levels of public debt in southern Europe (and France) – much of it owed to foreign creditors.	Il en a résulté de grands déséquilibres commerciaux entre les pays de la zone euro, un problème compliqué par les grands déficits fiscaux et les niveaux élevés de dette publique en Europe méridionale (et France) - dus en grande partie aux créanciers étrangers.
Does addressing these imbalances require breaking up the eurozone?	La réduction de ces déséquilibres exige-t-elle une rupture avec la zone euro ?
Suppose, for example, that Portugal were to leave and re-introduce the escudo.	Supposez par exemple que le Portugal doive quitter l'euro et réintroduire l'escudo.
The ensuing exchange-rate devaluation would immediately lower the price of Portugal’s exports, raise its import prices, stimulate the economy, and bring about much-needed growth.	La dévaluation du taux de change qui s'ensuivrait, abaisserait immédiatement le prix des exportations du Portugal, augmenterait ses prix à l'importation, stimulerait l'économie et provoquerait la croissance si nécessaire.
But a euro exit would be a messy affair.	Mais une sortie de l'euro serait une affaire désordonnée.
The resulting turmoil could very well trump any short-term gains in competitiveness from devaluation.	L'agitation qui en résulterait pourrait très bien battre tous les gains à court terme dans la compétitivité due à la dévaluation.
There is a remarkably simple alternative that does not require southern Europe’s troubled economies to abandon the euro and devalue their exchange rates.	Il y a une alternative remarquablement simple qui n'exige pas les économies préoccupées de l'Europe méridionale à abandonner l'euro ni à dévaluer leur taux de change.
It involves increasing the value-added tax while cutting payroll taxes.	Elle implique d'augmenter la taxe sur la valeur ajoutée tout en réduisant les cotisations sociales.
Our recent research demonstrates that such a “fiscal devaluation” has very similar effects on the economy in terms of its impact on GDP, consumption, employment, and inflation.	Notre recherche récente démontre qu'une telle «&nbsp;dévaluation fiscale&nbsp;» a des effets très semblables sur l'économie en termes d'impact sur le PIB, la consommation, l'emploi et l'inflation.
A currency devaluation works by making imports more costly and exports cheaper.	Une dévaluation de la monnaie fonctionne en rendant les importations plus coûteuses et les exportations moins chères.
A VAT/payroll-tax swap would do exactly the same thing.	Un échange TVA/cotisations sociales ferait exactement la même chose.
An increase in VAT raises the price of imported goods, as foreign firms face a higher tax.	Une augmentation de la TVA augmente le prix des marchandises importées, car les sociétés étrangères font face à des taxes plus élevées.
To ensure that domestic firms do not have an incentive to raise prices, an increase in VAT needs to be accompanied by a cut in payroll taxes.	Pour s'assurer que les sociétés nationales n'ont pas d’incitation à augmenter les prix, une augmentation de la TVA doit s’accompagner d'une réduction des cotisations sociales.
Moreover, since exports are exempt from VAT, the price of domestic exports will fall.	D'ailleurs, puisque les exportations seront exemptées de TVA, le prix des exportations nationales chutera.
The desired competitiveness effects of exchange-rate devaluation can thus be had while staying in the euro.	Les effets désirés des effets de la compétitivité sur la dévaluation du taux de change peuvent être ainsi obtenus tout en restant dans l'euro.
This policy can also help on the fiscal front.	Cette politique peut également aider sur le front fiscal.
As is true of an exchange-rate devaluation, the positive impact on growth of an increase in competitiveness can strengthen the fiscal position by raising tax revenues.	De même que pour une dévaluation de taux de change, l'impact positif sur la croissance d'une augmentation de la compétitivité peut renforcer la position fiscale en augmentant les recettes fiscales.
Moreover, an important advantage of fiscal devaluations is that they generate additional revenues in proportion to the country’s trade deficit.	D'ailleurs, un avantage important des dévaluations fiscales est qu'elles produisent des revenus additionnels, proportionnellement au déficit commercial du pays.
For countries that are suffering from weak competitiveness and, as a consequence, running trade deficits, this typically means more revenues, especially in the short run.	Pour les pays qui souffrent d'une faible compétitivité et, par conséquent, de déficits commerciaux en cours, ceci signifie typiquement plus de revenus, spécialement à court terme.
Like exchange-rate devaluations, fiscal devaluations create winners and losers.	Comme les dévaluations du taux de change, les dévaluations fiscales ont leurs gagnants et leurs perdants.
Both act as a wealth levy: inflation means that bondholders suffer a real loss in proportion to their wealth and the size of the devaluation.	Toutes les deux agissent comme des impôts sur la richesse : l'inflation signifie que les obligataires souffrent d'une vraie perte proportionnelle à leur richesse et à la taille de la dévaluation.
If taxes on capital are not adjusted, holders of domestic stocks suffer a comparable loss.	Si des impôts sur le capital ne sont pas ajustés, les détenteurs d’obligations nationales subissent une perte comparable.
By contrast, many transfers, such as unemployment benefits, health benefits, and public pensions, are indexed to inflation, and thus maintain their real value.	En revanche, beaucoup de transferts, tels que ceux des allocations chômage, des prestations de maladie et des pensions publiques, sont indexés sur l'inflation et maintiennent ainsi leur valeur réelle.
The same is true of minimum wages.	Il en va de même pour les salaires minima.
These distributive effects play an important role in the politics of exchange-rate devaluations, and most of these effects appear in fiscal devaluations as well.	Ces effets distributifs jouent un rôle important dans la politique de dévaluation du taux de change et la plupart de ces effets apparaissent aussi dans les dévaluations fiscales.
Fiscal devaluations already have some advocates.	Les dévaluations fiscales ont déjà quelques défenseurs.
Indeed, French President Nicolas Sarkozy’s government just announced one.	En effet, le gouvernement du Président français Nicolas Sarkozy vient juste d'en annoncer une.
And concerns that a fiscal devaluation will conflict with euro rules can be met by simply pointing out that Germany’s government carried one out in 2007, though by another name, when it raised VAT from 16% to 19% and cut employers’ contribution to social insurance, from 6.5% to 4.2%.	Et les inconvénients d'une dévaluation fiscale entrant en conflit avec des règles de l'euro peuvent apparaître, en précisant simplement que le gouvernement de l'Allemagne en a effectué une en 2007, en lui donnant cependant un autre nom, quand il a augmenté la TVA de 16% à 19% et réduit la part de contribution des employeurs à la sécurité sociale, de 6.5% à 4.2%.
In short, there are simple fiscal alternatives to exchange-rate devaluation that can address southern Europe’s short-term competitiveness problems.	En bref, il y a des solutions fiscales de rechange simples à la dévaluation du taux de change, qui peuvent résoudre les problèmes à court terme de la compétitivité de l'Europe méridionale.
To be sure, feasible fiscal devaluations would be limited in size.	Ce qui est sûr, c'est que les dévaluations fiscales faisables seront limitées en taille.
But, together with debt restructuring, accommodative monetary policy, liquidity support from the European Central Bank, and much-required structural reforms, they can help to put these troubled economies on a sound footing without a euro breakup or a major austerity-induced recession.	Mais avec la restructuration de la dette, la politique d'accompagnement monétaire, l'appui de liquidité de la banque centrale européenne et les réformes structurales tant attendues, elles peuvent aider ces économies dans la gêne à reprendre une assise ferme sans dissolution de l'euro ni une importante récession induite par l'austérité.
A Doomsday Scenario	Un scénario catastrophe
As America debates whether or not to invade Iraq, fears that the country's economic recovery will stall are beginning to creep into the discussion; with that, worries about the health of the global economy are growing, too.	Tandis que l'Amérique débat de l'invasion de l'Irak, la crainte se fait jour que la reprise économique soit compromise, avec des répercussions au niveau mondial.
A consensus is emerging that the gap between the US economy's growth potential and its actual performance will remain large for some time to come.	L'écart entre le potentiel de croissance de l'économie américaine et ses résultats sur le terrain ne semble pas prêt de diminuer de si tôt.
Can the situation get worse? Yes, it can: much worse.	Mais la situation pourrait être bien plus grave encore.
A number of worrying factors about the US economy have been around for a long time:	Depuis longtemps, plusieurs éléments mettent en péril l'économie américaine :
huge trade deficits have persisted since Ronald Reagan's misguided tax cuts of 1981 converted America from the world's largest creditor into the world's largest debtor.	Le déficit commercial qui atteint maintenant des taux records.
Today, these deficits set new records by the month;	Il persiste depuis que Reagan a diminué la fiscalité en 1981, faisant passer le pays du rang de premier créancier de la planète à celui de premier débiteur.
America's appallingly low savings rate.	Les taux d'épargne beaucoup trop bas.
When American wealth seemed to be growing year after year as the stock market boomed, this was understandable; individual Americans were becoming richer without savings, so why bother?	En période de croissance et quand que la Bourse était florissante, c'était compréhensible. Les Américains s'enrichissaient sans épargner.
Today's savings rate, while it has increased slightly, still finds America at the bottom of the world's savings league tables;	Les taux actuels, même s'ils augmentent légèrement, maintiennent l'Amérique au bas de l'échelle des taux au niveau international.
lax accounting standards.	Des normes comptables laxistes.
The Arthur Anderson, Enron, and WorldCom scandals didn't emerge out of thin air, but had their origins in the mid-1990s, when the US Treasury actually intervened to stop attempts by the supposedly independent accounting standards board to improve matters.	Les scandales Arthur Anderson, Enron et WorldCom n'ont pas jailli du néant. Ils trouvent leur origine au milieu des années 1990 quand le Trésor américain s'est opposé à la révision des normes comptables que voulait entreprendre le FASB, l'organisme théoriquement indépendant chargé de les élaborer.
Bad accounting contributed to the recent stock market bubble; bad information led to stock prices that did not reflect underlying realities; and these in turn provided incentives for the excess investment in telecoms that caused today's excess capacity.	Une mauvaise comptabilité a favorisé l'émergence de la récente bulle boursière; une information tronquée a dopé la valeur des actions pour les conduire à des niveaux sans rapport avec la réalité, ce qui a suscité des investissements inconsidérés qui sont aujourd'hui à l'origine de l'excès de l'offre dans le domaine des télécommunications.
To this old brew, new ingredients have been added, notably the most rapid change in a nation's fiscal posture the world has probably ever seen.	A ces éléments déjà anciens, s'est ajouté ce qui est probablement le revirement budgétaire le plus rapide qui ait jamais eu lieu.
In a "now you see it, now you don't" move only a magician should love, the $3 trillion, ten year (non social security) US budget surplus was - in a matter of months - converted into a gapingdeficit of $2 trillion dollars.	En un coup de baguette magique ravageur, l'excédent budgétaire cumulé de trois mille milliards de dollars sur dix ans (hors sécurité sociale américaine) s'est transformé en quelques mois en undéficit titanesque de deux mille milliards de dollars.
Of course, excuses are at hand: the magnitude of the economic downturn was not anticipated and the increased expenditures to fight terrorism could not be foretold.	Naturellement, on peut facilement trouver des excuses. L'ampleur du retournement de la situation économique était imprévisible, de même que la nécessité d'augmenter les dépenses liées à la lutte contre le terrorisme.
Excuses, excuses.	Des excuses, on en trouve en quantité.
As the old saying goes: Don't count your chickens before they hatch. The Bush Administration not only counted its chickens, it sold them forward!	La sagesse populaire dit qu'il ne faut pas vendre la peau de l'ours avant de l'avoir tué, c'est pourtant exactement ce qu'a fait le gouvernement Bush.
To anyone with decent eyesight, it was clear that the rosy budget projections of two years ago were nonsense.	Il était évident que les prévisions budgétaires optimistes faites il y a deux ans étaient une absurdité.
Clear, too, was the fact that, in promoting its tax cuts, the Bush Administration was engaging (on a multi-billion dollar scale) in dishonest, Enron-like accounting.	Il était tout aussi évident qu'en se lançant dans un vaste programme de réduction d'impôts, le gouvernement usait (à l'échelle de milliards de dollars) de méthodes comptables aussi frauduleuses que celles d'Enron.
So if things are so bad now, how can they get worse?	Si la situation est déjà si mauvaise, comment peut-elle encore se dégrader ?
Here's a plausible scenario.	Voici un scénario plausible :
To finance its trade deficit, America must borrow from abroad over a billion dollars a day.	Pour combler son déficit commercial, l'Amérique emprunte plus d'un milliard de dollars par jour à l'étranger.
When America was the only safe haven for global investors, this was easy.	Quand l'Amérique était la terre-refuge des investissements sans risque, c'était chose facile.
But America today appears less safe.	Mais ce n'est plus le cas aujourd'hui.
The combination of lack of confidence in US corporate accounts, lack of confidence in America's economic policy management (compounded by the mounting deficits), and America's soft underlying economic fundamentals, has dented the US economy's global reputation.	La conjonction du manque de confiance dans la comptabilité des entreprises et dans la politique économique américaines (sentiment encore conforté par des déficits croissants) et d'une base économique fragile a porté un coup à la réputation de l'économie américaine.
As foreigners start pulling their money out of a country they suspect, the dollar will weaken.	Les investisseurs étrangers commencent alors à se retirer, ce qui affaiblit le dollar.
As the dollar weakens, America looks even less safe. So a rush to the door begins.	L'Amérique devient encore moins attractive et c'est la ruée vers la sortie.
While a weak dollar may be good for exports, a falling dollar will be accompanied by stock market losses and greater declines in confidence.	Le dollar faible favorise les exportations, son effondrement s'accompagne d'une chute des marchés et d'une diminution supplémentaire de la confiance.
Eventually, even the almighty American consumer will be shaken and realize that he is poorer today than three years ago and that he better start putting money away for his retirement, especially given Bush's proposed risky experiments with the social security system.	Et finalement, même le consommateur américain soi-disant intouchable réalise qu'il est moins riche qu'il y a trois ans et qu'il vaut mieux qu'il commence à mettre de l'argent de coté pour sa retraite, surtout s'il prend en compte les expériences que veut faire Bush en la matière.
At that point, Americans will join the stampede out of their economy.	A ce stade, les Américains eux-mêmes placent leur argent à l'étranger.
Why shouldn't they?	Pourquoi ne le feraient-ils pas ?
They're free to choose where to put their money. Europe's stock markets will begin to look like an attractive alternative.	Ils sont libres de leur choix et les Bourses européennes constituent une alternative séduisante.
But this scenario offers no happy ending for Europe.	Mais l'issue n'est guère plus favorable pour l'Europe.
A weakening US economy and the strengthening Euro will dampen European exports.	L'affaiblissement de l'économie américaine et la remontée de l'euro freinent les exportations européennes.
The European Central Bank, fixated on inflation, will be slow to lower interest rates, and the European Stability Pact will make it impossible for fiscal policy to offset these weaknesses.	La Banque centrale européenne, obsédée par l'inflation, est lente à baisser ses taux d'intérêt, tandis que le Pacte de stabilité européen ne permet pas d'y remédier par la fiscalité.
Europe will join America in a downturn, reinforcing America's decline and setting in motion a global downward spiral.	L'Europe rejoint l'Amérique dans la récession, amplifiant ainsi le déclin américain et déclenchant une crise mondiale.
I am not predicting that this will happen.	Je ne dis pas que c'est ce qui va se passer.
I hope that the Bush Administration will enact policies to strengthen the US economy: a tax cut that might made minimal sense when itseemedthat the US had a multi-trillion dollar surplus no longer makes any sense at all.	J'espère que le gouvernement américain va soutenir l'économie. Une baisse des impôts qui apparaissait à peine acceptable au moment où l'excédent budgétaire semblait se compter en milliers de milliards de dollars est aujourd'hui d'une incongruité totale, ce que le gouvernement devrait reconnaître.
The Bush Administration should admit this, and redesign a tax program to strengthen the economy by making the country live within its means.	Il devrait soutenir l'économie par une politique fiscale différente destinée à éviter que le pays ne vive au-dessus de ses moyens.
President Bush could even stabilize the economy, offering better unemployment benefits to provide needed stimulus if the downturn continues.	Le président Bush pourrait même stabiliser la situation en améliorant l'indemnisation du chômage, ce qui donnerait un coup de fouet à l'économie si la récession se prolonge.
America is strong, and the global economy is strong.	L'Amérique est forte et l'économie mondiale aussi.
Should the disastrous events contemplated here occur, a new global economy will eventually emerge from the ashes.	Si le scénario-catastrophe ci-dessus devait se réaliser, de ses cendres émergerait une économie nouvelle.
Downturns, of course, can never be fully prevented.	Il n'est pas toujours possible d'éviter totalement les récessions.
We can, however, decrease their frequency; we can make them shallower; we can ensure that fewer people are hurt and that those that get hurt are better protected.	Mais on peut au moins diminuer leur fréquence et leur intensité. On peut mieux protéger les personnes qui sont touchées et agir pour que leur nombre soit aussi réduit que possible.
Sadly, we are doing less than is possible to prevent things from getting worse and doing less than necessary to protect ourselves from the consequences.	Malheureusement, nous ne prenons pas toutes les mesures voulues pour éviter une aggravation de la situation et pour nous prémunir de ses conséquences.
A Drug War on Auto-Pilot	Guerre au narcotrafic sur pilote automatique
THE HAGUE – The war in Afghanistan, now approaching its tenth year, may seem to many to have no end in sight, but Latin America has endured an even longer fight, one that has recently become much more bloody: the “war” against drug trafficking.	LA HAYE – La guerre en Afghanistan, un conflit que beaucoup considèrent sans fin, aura bientôt dix ans. Pourtant, l’Amérique latine est aussi en proie à d’interminables affrontements.
